# Time-averaged data for fix 4
# TimeStep c_3[1] c_3[2] c_3[3] c_3[4]
1468 -0.0611541 -0.148495 0.162266 -0.0473826
1470 -0.0700165 -0.15505 0.164742 -0.0603251
1472 -0.0774599 -0.161377 0.166418 -0.0724185
1474 -0.0834797 -0.167397 0.167216 -0.0836601
1476 -0.0881053 -0.173023 0.167068 -0.0940596
1478 -0.0914056 -0.178152 0.165921 -0.103636
1480 -0.0934808 -0.182676 0.163737 -0.11242
1482 -0.09446 -0.186483 0.160495 -0.120448
1484 -0.0944989 -0.189458 0.156186 -0.127771
1486 -0.0937712 -0.191497 0.150813 -0.134455
1488 -0.0924615 -0.192502 0.144394 -0.14057
1490 -0.0907582 -0.192399 0.136963 -0.146195
1492 -0.0888518 -0.191131 0.128558 -0.151425
1494 -0.0869258 -0.188668 0.119226 -0.156368
1496 -0.0851596 -0.185009 0.109024 -0.161144
1498 -0.0837183 -0.180178 0.0980151 -0.165881
1500 -0.0827484 -0.174221 0.0862657 -0.170704
1502 -0.0823791 -0.167211 0.0738434 -0.175747
1504 -0.0827138 -0.159243 0.0608238 -0.181133
1506 -0.0838325 -0.150426 0.0472847 -0.186974
1508 -0.0857872 -0.140885 0.0333061 -0.193366
1510 -0.0885981 -0.130751 0.0189677 -0.200381
1512 -0.09226 -0.120161 0.00435185 -0.208069
1514 -0.0967364 -0.10925 -0.0104501 -0.216437
1516 -0.101962 -0.0981467 -0.0253444 -0.225453
1518 -0.107848 -0.0869711 -0.0402296 -0.235049
1520 -0.114279 -0.0758347 -0.0549941 -0.245107
1522 -0.121122 -0.0648302 -0.0695183 -0.25547
1524 -0.128236 -0.0540384 -0.0836723 -0.265947
1526 -0.135474 -0.0435201 -0.0973157 -0.27631
1528 -0.142692 -0.0333182 -0.110305 -0.286316
1530 -0.149758 -0.0234597 -0.122488 -0.295706
1532 -0.156548 -0.0139592 -0.133711 -0.304219
1534 -0.16296 -0.00481534 -0.143819 -0.311594
1536 -0.168906 0.00398691 -0.152662 -0.317581
1538 -0.174327 0.0124702 -0.160091 -0.321949
1540 -0.179185 0.0206649 -0.165975 -0.324495
1542 -0.183456 0.0286047 -0.170189 -0.32504
1544 -0.18714 0.0363226 -0.172622 -0.323439
1546 -0.190244 0.0438521 -0.173185 -0.319578
1548 -0.192801 0.0512248 -0.171809 -0.313384
1550 -0.194844 0.0584669 -0.168442 -0.30482
1552 -0.196417 0.0655992 -0.163061 -0.293879
1554 -0.197562 0.072639 -0.155664 -0.280586
1556 -0.19831 0.0795993 -0.146278 -0.264988
1558 -0.198688 0.0864877 -0.134956 -0.247157
1560 -0.198716 0.0933121 -0.121781 -0.227185
1562 -0.198395 0.100078 -0.106862 -0.205179
1564 -0.197707 0.106785 -0.0903259 -0.181248
1566 -0.196618 0.113434 -0.0723241 -0.155508
1568 -0.195069 0.120024 -0.0530259 -0.128072
1570 -0.192982 0.126549 -0.0326138 -0.099047
1572 -0.19026 0.133005 -0.0112789 -0.0685343
1574 -0.186787 0.139381 0.0107867 -0.0366196
1576 -0.182439 0.145666 0.0333948 -0.00337821
1578 -0.177086 0.15184 0.0563607 0.0311153
1580 -0.170603 0.15788 0.0795132 0.0667897
1582 -0.162875 0.163754 0.102695 0.103575
1584 -0.153799 0.169432 0.125768 0.141401
1586 -0.143295 0.174876 0.148609 0.18019
1588 -0.131311 0.18005 0.171112 0.219851
1590 -0.117824 0.184918 0.193184 0.260278
1592 -0.102847 0.189445 0.21475 0.301348
1594 -0.0864207 0.193598 0.235746 0.342924
1596 -0.0686176 0.197348 0.256116 0.384846
1598 -0.0495392 0.200667 0.275812 0.42694
1600 -0.0293098 0.203531 0.294788 0.46901
1602 -0.00807305 0.205917 0.313002 0.510846
1604 0.0140164 0.207806 0.330409 0.552231
1606 0.0367962 0.209178 0.346966 0.59294
1608 0.0601022 0.210013 0.362628 0.632744
1610 0.083773 0.210296 0.377346 0.671416
1612 0.107654 0.210008 0.391072 0.708734
1614 0.131598 0.209133 0.403756 0.744487
1616 0.155467 0.207663 0.415346 0.778476
1618 0.17913 0.205595 0.425793 0.810518
1620 0.202466 0.202936 0.435042 0.840444
1622 0.225361 0.199708 0.443037 0.868106
1624 0.247706 0.195942 0.449721 0.893369
1626 0.269399 0.19169 0.455037 0.916127
1628 0.290339 0.187014 0.458931 0.936284
1630 0.310428 0.181987 0.46134 0.953755
1632 0.329571 0.176695 0.462204 0.96847
1634 0.347677 0.171235 0.461465 0.980376
1636 0.364654 0.165709 0.459059 0.989422
1638 0.380421 0.160227 0.454926 0.995574
1640 0.394898 0.154894 0.449002 0.998794
1642 0.408017 0.149814 0.441231 0.999061
1644 0.419721 0.145089 0.431556 0.996366
1646 0.42997 0.140806 0.419924 0.990699
1648 0.438733 0.137042 0.406294 0.982068
1650 0.445996 0.133856 0.390631 0.970484
1652 0.451758 0.131297 0.372918 0.955972
1654 0.456028 0.129392 0.353153 0.938574
1656 0.458831 0.12815 0.331359 0.91834
1658 0.460201 0.127556 0.307576 0.895334
1660 0.460172 0.127583 0.281869 0.869625
1662 0.458782 0.128177 0.25433 0.841289
1664 0.456073 0.129272 0.22507 0.810415
1666 0.452078 0.130781 0.194224 0.777083
1668 0.446829 0.132604 0.161943 0.741376
1670 0.44035 0.13463 0.128393 0.703373
1672 0.43265 0.136737 0.0937486 0.663136
1674 0.423734 0.138798 0.0581932 0.620725
1676 0.413596 0.140681 0.0219155 0.576192
1678 0.402231 0.142254 -0.0148941 0.529591
1680 0.38963 0.143389 -0.0520423 0.480977
1682 0.375783 0.143966 -0.0893363 0.430412
1684 0.360685 0.143871 -0.126581 0.377975
1686 0.344337 0.14301 -0.16358 0.323767
1688 0.326745 0.141299 -0.200138 0.267906
1690 0.307929 0.138665 -0.236061 0.210534
1692 0.287921 0.135052 -0.27115 0.151824
1694 0.266765 0.130412 -0.305212 0.0919659
1696 0.244514 0.124715 -0.33805 0.0311788
1698 0.221231 0.117942 -0.369474 -0.0303008
1700 0.196991 0.110083 -0.399296 -0.0922222
1702 0.17187 0.101136 -0.427333 -0.154327
1704 0.145957 0.0911054 -0.453415 -0.216352
1706 0.119341 0.0800058 -0.477378 -0.278031
1708 0.0921182 0.0678573 -0.499078 -0.339103
1710 0.0643864 0.0546855 -0.51838 -0.399308
1712 0.0362482 0.0405192 -0.535169 -0.458401
1714 0.00781779 0.0253926 -0.54935 -0.51614
1716 -0.0207852 0.00934802 -0.56085 -0.572287
1718 -0.0494367 -0.0075657 -0.569613 -0.626616
1720 -0.0780027 -0.0252843 -0.575598 -0.678885
1722 -0.106343 -0.043729 -0.578788 -0.72886
1724 -0.134304 -0.0628062 -0.579177 -0.776288
1726 -0.161728 -0.0824017 -0.576778 -0.820908
1728 -0.188453 -0.102385 -0.57162 -0.862457
1730 -0.214316 -0.122607 -0.563744 -0.900666
1732 -0.239151 -0.142904 -0.553205 -0.93526
1734 -0.262795 -0.163096 -0.540076 -0.965967
1736 -0.285094 -0.182997 -0.524442 -0.992533
1738 -0.305904 -0.202414 -0.506409 -1.01473
1740 -0.325089 -0.221158 -0.486105 -1.03235
1742 -0.342534 -0.239051 -0.463672 -1.04526
1744 -0.358143 -0.255923 -0.439274 -1.05334
1746 -0.371836 -0.271624 -0.413091 -1.05655
1748 -0.383561 -0.286022 -0.385324 -1.05491
1750 -0.393287 -0.299004 -0.356185 -1.04848
1752 -0.401005 -0.310484 -0.325903 -1.03739
1754 -0.40673 -0.320391 -0.294717 -1.02184
1756 -0.410496 -0.328679 -0.262878 -1.00205
1758 -0.41236 -0.33532 -0.230638 -0.978318
1760 -0.412393 -0.340306 -0.198252 -0.950952
1762 -0.410688 -0.343645 -0.165976 -0.92031
1764 -0.407354 -0.345359 -0.134062 -0.886775
1766 -0.402512 -0.345477 -0.102756 -0.850745
1768 -0.396293 -0.344043 -0.0722961 -0.812632
1770 -0.388839 -0.34111 -0.042905 -0.772854
1772 -0.380302 -0.336741 -0.0147914 -0.731834
1774 -0.370832 -0.331005 0.0118515 -0.689986
1776 -0.360587 -0.32398 0.0368511 -0.647715
1778 -0.349719 -0.315754 0.060063 -0.60541
1780 -0.338378 -0.30642 0.0813669 -0.563431
1782 -0.326704 -0.296079 0.100674 -0.522109
1784 -0.31483 -0.284836 0.11792 -0.481745
1786 -0.302872 -0.272802 0.133073 -0.4426
1788 -0.290936 -0.260093 0.146127 -0.404903
1790 -0.279116 -0.24683 0.1571 -0.368845
1792 -0.267482 -0.233127 0.166039 -0.334569
1794 -0.256093 -0.219099 0.173003 -0.302189
1796 -0.244987 -0.204857 0.178071 -0.271772
1798 -0.23419 -0.1905 0.181332 -0.243357
1800 -0.223721 -0.176123 0.182878 -0.216966
1802 -0.213585 -0.161808 0.182801 -0.192592
1804 -0.203782 -0.147626 0.181196 -0.170213
1806 -0.194304 -0.13363 0.17815 -0.149784
1808 -0.185141 -0.119859 0.173742 -0.131258
1810 -0.176283 -0.106337 0.168037 -0.114583
1812 -0.167717 -0.0930747 0.161093 -0.0996983
1814 -0.15943 -0.0800653 0.152964 -0.0865306
1816 -0.151409 -0.0672913 0.143703 -0.0749973
1818 -0.143643 -0.0547199 0.133355 -0.0650076
1820 -0.136123 -0.0423144 0.121968 -0.0564699
1822 -0.128842 -0.0300282 0.109594 -0.0492762
1824 -0.121787 -0.0178106 0.096294 -0.0433038
1826 -0.11495 -0.00561272 0.0821407 -0.038422
1828 -0.108315 0.00661453 0.0672184 -0.0344824
1830 -0.10186 0.0189118 0.0516283 -0.0313197
1832 -0.095553 0.0313108 0.0354854 -0.0287568
1834 -0.0893553 0.0438335 0.0189165 -0.0266053
1836 -0.0832159 0.0564852 0.00206124 -0.0246694
1838 -0.0770722 0.0692536 -0.0149282 -0.0227468
1840 -0.0708455 0.0821192 -0.0318933 -0.0206195
1842 -0.064448 0.0950498 -0.0486697 -0.0180679
1844 -0.0577784 0.107996 -0.0650872 -0.0148697
1846 -0.0507301 0.120895 -0.0809756 -0.0108103
1848 -0.0431926 0.13368 -0.0961663 -0.00567907
1850 -0.0350581 0.146271 -0.110499 0.00071405
1852 -0.0262231 0.158583 -0.123821 0.00853904
1854 -0.0165964 0.170524 -0.135991 0.0179368
1856 -0.00610469 0.182001 -0.146887 0.0290087
1858 0.00530126 0.192916 -0.156409 0.0418087
1860 0.0176485 0.203177 -0.164468 0.0563571
1862 0.030932 0.212684 -0.171003 0.0726123
1864 0.0451191 0.221348 -0.175978 0.0904898
1866 0.0601424 0.229083 -0.179378 0.109847
1868 0.0759097 0.235804 -0.181218 0.130496
1870 0.0922992 0.241435 -0.181532 0.152202
1872 0.109166 0.245913 -0.18038 0.174698
1874 0.12635 0.249189 -0.177841 0.197698
1876 0.143681 0.251232 -0.174006 0.220906
1878 0.160976 0.252029 -0.16898 0.244025
1880 0.178056 0.251591 -0.162874 0.266773
1882 0.194742 0.249956 -0.155798 0.288899
1884 0.210862 0.247185 -0.147862 0.310185
1886 0.226259 0.243359 -0.139166 0.330452
1888 0.240793 0.23858 -0.129802 0.349571
1890 0.25434 0.23297 -0.119846 0.367464
1892 0.266796 0.226661 -0.109365 0.384092
1894 0.278076 0.21979 -0.0984154 0.399451
1896 0.288117 0.212492 -0.0870391 0.41357
1898 0.296875 0.204902 -0.075271 0.426506
1900 0.30432 0.197145 -0.0631422 0.438322
1902 0.310435 0.18933 -0.0506838 0.449082
1904 0.315216 0.181557 -0.0379336 0.45884
1906 0.318666 0.173905 -0.0249387 0.467632
1908 0.320799 0.166436 -0.0117583 0.475477
1910 0.321631 0.159196 0.00153482 0.482362
1912 0.321185 0.152211 0.0148553 0.488251
1914 0.319493 0.145492 0.0281053 0.49309
1916 0.316587 0.139035 0.0411783 0.496801
1918 0.312507 0.132833 0.0539623 0.499302
1920 0.307296 0.126867 0.0663446 0.500508
1922 0.301006 0.121112 0.0782147 0.500333
1924 0.293698 0.115551 0.0894668 0.498715
1926 0.285439 0.110163 0.100007 0.49561
1928 0.276311 0.104932 0.109757 0.491
1930 0.266407 0.0998408 0.118647 0.484895
1932 0.255829 0.0948811 0.126629 0.47734
1934 0.244695 0.0900429 0.133674 0.468412
1936 0.233132 0.0853236 0.139775 0.45823
1938 0.221274 0.0807223 0.144937 0.446934
1940 0.209261 0.0762358 0.149187 0.434684
1942 0.197233 0.0718637 0.152562 0.421658
1944 0.185323 0.0676136 0.155114 0.40805
1946 0.173655 0.0634915 0.156907 0.394054
1948 0.162337 0.0595032 0.158019 0.37986
1950 0.151464 0.055657 0.158533 0.365654
1952 0.14111 0.0519613 0.15854 0.351611
1954 0.131335 0.0484256 0.158137 0.337897
1956 0.122177 0.0450603 0.157426 0.324663
1958 0.113649 0.0418713 0.156511 0.312031
1960 0.105745 0.0388631 0.155497 0.300106
1962 0.0984426 0.036032 0.154485 0.288959
1964 0.0916984 0.0333676 0.153563 0.278629
1966 0.0854569 0.0308524 0.152817 0.269126
1968 0.0796499 0.0284603 0.152312 0.260423
1970 0.0741998 0.026149 0.152095 0.252443
1972 0.0690191 0.0238681 0.152191 0.245078
1974 0.0640166 0.0215563 0.152603 0.238176
1976 0.0590984 0.0191383 0.153301 0.231538
1978 0.054169 0.0165349 0.15423 0.224934
1980 0.0491318 0.0136598 0.155314 0.218105
1982 0.0438968 0.0104317 0.15645 0.210778
1984 0.0383749 0.00677331 0.157519 0.202668
1986 0.0324822 0.0026147 0.158388 0.193485
1988 0.0261367 -0.00210503 0.158913 0.182945
1990 0.0192646 -0.00743048 0.158949 0.170783
1992 0.0118025 -0.0133875 0.158352 0.156767
1994 0.00369333 -0.0199872 0.156983 0.140689
1996 -0.00510972 -0.0272194 0.154714 0.122385
1998 -0.014647 -0.035058 0.15143 0.101725
2000 -0.0249468 -0.0434609 0.147035 0.0786274
2002 -0.0360205 -0.0523719 0.141453 0.0530608
2004 -0.0478697 -0.0617274 0.134626 0.0250288
2006 -0.0604803 -0.071451 0.126518 -0.00541297
2008 -0.073824 -0.0814561 0.117122 -0.0381585
2010 -0.087852 -0.0916496 0.106447 -0.0730544
2012 -0.102502 -0.101934 0.0945277 -0.109907
2014 -0.117692 -0.112202 0.0814154 -0.148478
2016 -0.133325 -0.122342 0.0671784 -0.188488
2018 -0.149285 -0.132235 0.0519025 -0.229617
2020 -0.165441 -0.141762 0.0356882 -0.271515
2022 -0.181651 -0.150794 0.0186463 -0.313799
2024 -0.197759 -0.159202 0.000901182 -0.356059
2026 -0.213604 -0.166848 -0.0174158 -0.397867
2028 -0.229021 -0.173596 -0.0361664 -0.438783
2030 -0.243849 -0.179317 -0.0552091 -0.478375
2032 -0.257931 -0.183883 -0.0743991 -0.516212
2034 -0.271123 -0.187169 -0.0935889 -0.551881
2036 -0.2833 -0.189064 -0.112639 -0.585002
2038 -0.294355 -0.189475 -0.131419 -0.615249
2040 -0.304205 -0.188333 -0.149812 -0.64235
2042 -0.312792 -0.185593 -0.167716 -0.6661
2044 -0.320082 -0.181238 -0.185051 -0.686371
2046 -0.326068 -0.175285 -0.20176 -0.703113
2048 -0.330764 -0.167777 -0.217806 -0.716347
2050 -0.334204 -0.158789 -0.233175 -0.726167
2052 -0.336427 -0.148423 -0.247871 -0.732721
2054 -0.337491 -0.136804 -0.261914 -0.736209
2056 -0.337458 -0.124076 -0.275335 -0.73687
2058 -0.336391 -0.110396 -0.288171 -0.734958
2060 -0.334343 -0.0959273 -0.300447 -0.730718
2062 -0.331362 -0.0808401 -0.312184 -0.724386
2064 -0.327487 -0.0653076 -0.323385 -0.71618
2066 -0.322748 -0.0494991 -0.334039 -0.706286
2068 -0.317158 -0.0335792 -0.344104 -0.694842
2070 -0.310721 -0.0177056 -0.353516 -0.681943
2072 -0.303435 -0.00202043 -0.362181 -0.667637
2074 -0.295293 0.0133445 -0.36998 -0.651928
2076 -0.286288 0.0282674 -0.376774 -0.634795
2078 -0.276422 0.04264 -0.382413 -0.616195
2080 -0.265701 0.0563656 -0.386737 -0.596073
2082 -0.254145 0.0693608 -0.389583 -0.574367
2084 -0.241782 0.0815541 -0.390796 -0.551023
2086 -0.228654 0.0928814 -0.390239 -0.526011
2088 -0.21482 0.103283 -0.387793 -0.49933
2090 -0.200349 0.112706 -0.383361 -0.471004
2092 -0.185317 0.121099 -0.376879 -0.441098
2094 -0.169807 0.128415 -0.36831 -0.409702
2096 -0.1539 0.134612 -0.35765 -0.376938
2098 -0.137681 0.139654 -0.344926 -0.342954
2100 -0.121221 0.143506 -0.33019 -0.307905
2102 -0.104588 0.146143 -0.313518 -0.271963
2104 -0.0878336 0.147548 -0.295006 -0.235291
2106 -0.0710078 0.147713 -0.274771 -0.198065
2108 -0.0541471 0.146644 -0.252946 -0.160449
2110 -0.0372765 0.144359 -0.22967 -0.122588
2112 -0.020412 0.140885 -0.205087 -0.0846141
2114 -0.00357054 0.136266 -0.17935 -0.0466542
2116 0.0132297 0.130549 -0.152614 -0.00883484
2118 0.0299726 0.12379 -0.125035 0.0287273
2120 0.0466354 0.116049 -0.0967715 0.0659131
2122 0.0631897 0.107398 -0.0679804 0.102607
2124 0.0796017 0.0979062 -0.0388159 0.138692
2126 0.0958287 0.0876497 -0.00943657 0.174042
